item_id,email,name,description,condition,type
6642,usr895@gt.edu,"The Elder Scrolls II: Daggerfall","Bethesda Softworks","Damaged/Missing parts","Computer Game"
6643,usr895@gt.edu,"Metro: Last Light","Survival Horror, First-person Shooter   4A Games","Heavily Used","Video Game"
6644,usr895@gt.edu,"Multi-Racing ChampionshipJP","Genki   ImagineerJP",Mint,"Video Game"
6645,usr895@gt.edu,"Aeroplane Chess","China  Single six-sided die","Moderately Used","Board Game"
6646,usr896@gt.edu,"Allegiance: War of Factions","an out-of-print social and political collectible card game set in a medieval city-state undergoing political turmoil   ","Lightly Used","Card Game"
6647,usr896@gt.edu,"Assassin's Creed Syndicate",NULL,"Like New","Computer Game"
6648,usr896@gt.edu,"Call of Cthulhu: Collectible Card Game","Fantasy Flight Games   ","Like New","Card Game"
6649,usr896@gt.edu,"Olympic Hockey Nagano '98JP","Treyarch Invention   Midway Home EntertainmentNA","Damaged/Missing parts","Video Game"
6650,usr896@gt.edu,"Gundam War Nex-A ","Bandai   ","Lightly Used","Card Game"
6651,usr896@gt.edu,"Pharaoh's Curse","Andrea Farnham (art and tricks)","Lightly Used","Jigsaw Puzzle"
6652,usr896@gt.edu,"Tropical Waters ","Jigsaw Puzzle by Ravensburger",Mint,"Jigsaw Puzzle"
6653,usr896@gt.edu,"Gasaraki Mission Director ","Bandai   ","Lightly Used","Card Game"
6654,usr896@gt.edu,"Mad Tracks","Racing & Flying   Load","Lightly Used","Video Game"
6655,usr896@gt.edu,"Ken il Guerriero: Gioco di Carte Collezionabili ","Alchemia   ","Damaged/Missing parts","Card Game"
6656,usr897@gt.edu,"Captain Tsubasa Trading Card Game","Konami   ","Moderately Used","Card Game"
6657,usr897@gt.edu,"Burnout Paradise: The Ultimate Box",NULL,"Moderately Used","Computer Game"
6658,usr897@gt.edu,"Highlander: The Card Game	","Thunder Castle Games   ","Damaged/Missing parts","Card Game"
6659,usr897@gt.edu,Hegemon,"LPS, Inc.  2002","Lightly Used","Board Game"
6660,usr897@gt.edu,"Ace Lightning",NULL,"Moderately Used","Computer Game"
6661,usr897@gt.edu,"24: Trading Card Game",NULL,"Heavily Used","Card Game"
6662,usr898@gt.edu,"The Peloponnesian War","Simulations Canada  1977","Damaged/Missing parts","Board Game"
6663,usr898@gt.edu,"Blade Symphony","Puny Human   Puny Human Games","Like New","Computer Game"
6664,usr898@gt.edu,Barjees,NULL,"Moderately Used","Board Game"
6665,usr898@gt.edu,Brawlhalla,"Blue Mammoth Games   Ubisoft","Moderately Used","Computer Game"
6666,usr898@gt.edu,"Penumbra: Requiem","Frictional Games   Paradox Interactive","Damaged/Missing parts","Computer Game"
6667,usr898@gt.edu,"Stardew Valley","Eric Barone   ChuckleFish, ConcernedApe","Like New","Computer Game"
6668,usr898@gt.edu,"Space Station 13","SS13 Development Team","Heavily Used","Computer Game"
6669,usr898@gt.edu,"Timestream: The Remnant",NULL,"Like New","Card Game"
6670,usr898@gt.edu,"Just Dance 2015","Ubisoft Paris   ","Heavily Used","Video Game"
6671,usr899@gt.edu,CodemastersPAL,"Racing/Arcade   1999-03-24NA","Heavily Used","Video Game"
6672,usr899@gt.edu,Hannibal,"Aulic Council  1983","Like New","Board Game"
6673,usr899@gt.edu,"Guardians	","FPG Inc.   ","Heavily Used","Card Game"
6674,usr899@gt.edu,"Diggers at Work ","Multipack Jigsaw Puzzle By Ravensburger NEW","Heavily Used","Jigsaw Puzzle"
6675,usr899@gt.edu,AdvertCity,VoxelStorm,"Lightly Used","Computer Game"
6676,usr899@gt.edu,KonamiJP,NULL,Mint,"Video Game"
6677,usr899@gt.edu,"Digimon D-Tector ",NULL,"Like New","Card Game"
6678,usr900@gt.edu,"Persona 4 Golden","Atlus   Sega","Damaged/Missing parts","Computer Game"
6679,usr900@gt.edu,"Ben 10",NULL,"Like New","Card Game"
6680,usr900@gt.edu,"Jikkyou Powerful Pro Yakyuu 2011","Konami   July 14, 2011","Lightly Used","Video Game"
6681,usr900@gt.edu,"Jurassic: The Hunted",NULL,"Damaged/Missing parts","Video Game"
6682,usr900@gt.edu,"James Bond 007: Blood Stone","Bizarre Creations   ",Mint,"Video Game"
6683,usr900@gt.edu,"Age of Empires II: HD Edition","Hidden Path Entertainment, Ensemble Studios   Microsoft Game Studios","Damaged/Missing parts","Computer Game"
6684,usr900@gt.edu,Hecatomb,"Wizards of the Coast   ",Mint,"Card Game"
6685,usr900@gt.edu,"Ms. Pac-Man Maze Madness","Mass Media Games   Namco",Mint,"Video Game"
6686,usr900@gt.edu,"Construction Trucks ","Jigsaw Puzzle By Ravensburger NEW","Heavily Used","Jigsaw Puzzle"
6687,usr900@gt.edu,"Frosty Adventures ","Jigsaw Puzzle By Ravensburger NEW",Mint,"Jigsaw Puzzle"
6688,usr900@gt.edu,"Monster Hunter Frontier G5","Action role-playing, Expansion   Capcom","Heavily Used","Video Game"
6689,usr901@gt.edu,"Dickens of a Christmas",NULL,"Heavily Used","Jigsaw Puzzle"
6690,usr901@gt.edu,"The Elder Scrolls V: Skyrim","Bethesda Game Studios   Bethesda Softworks","Lightly Used","Computer Game"
6691,usr901@gt.edu,"C-23 ",NULL,"Moderately Used","Card Game"
6692,usr901@gt.edu,"Age of Conan",Funcom,Mint,"Computer Game"
6693,usr901@gt.edu,"Absolute Force Online","TQ Digital   NetDragon Websoft Inc.",Mint,"Computer Game"
6694,usr901@gt.edu,"GMT Games",2008,"Damaged/Missing parts","Board Game"
6695,usr901@gt.edu,"Terror ",NULL,"Heavily Used","Card Game"
6696,usr901@gt.edu,"A Druid's Duel","Thoughtshelter Games   Surprise Attack, note",Mint,"Computer Game"
6697,usr901@gt.edu,"Xeko ",NULL,"Like New","Card Game"
6698,usr901@gt.edu,"Winx Club Collectible Card Game ","Rainbow Games/Upper Deck   ","Damaged/Missing parts","Card Game"
6699,usr902@gt.edu,"Man Vs. Wild With Bear Grylls","Adventure   G.rev","Moderately Used","Video Game"
6700,usr902@gt.edu,WildStar,NULL,"Damaged/Missing parts","Computer Game"
6701,usr902@gt.edu,"Rockstar Games","Racing/Automobile   1999-06-30NA","Lightly Used","Video Game"
6702,usr902@gt.edu,"Minesweeper Flags","Puzzle & Trivia   TikGames","Moderately Used","Video Game"
6703,usr902@gt.edu,"Adidas Power Soccer","Psygnosis France   Psygnosis","Damaged/Missing parts","Computer Game"
6704,usr902@gt.edu,"Future Card Buddyfight	","Bushiroad   ","Lightly Used","Card Game"
6705,usr902@gt.edu,Starbound,Chucklefish,"Heavily Used","Computer Game"
6706,usr902@gt.edu,"Meet the Robinsons","Action-adventure, Platformer   Avalanche Software",Mint,"Video Game"
6707,usr902@gt.edu,"Baldur's Gate",NULL,"Damaged/Missing parts","Computer Game"
6708,usr903@gt.edu,"Alexander at Tyre","Thunderhaven Game Co.  1993","Like New","Board Game"
6709,usr903@gt.edu,"Babylon 5 Collectible Card Game ","by Precedence Entertainment   ","Heavily Used","Card Game"
6710,usr903@gt.edu,"Battlefield 4","EA Digital Illusions CE   Electronic Arts","Damaged/Missing parts","Computer Game"
6711,usr903@gt.edu,"Valley Games",2007,"Like New","Board Game"
6712,usr903@gt.edu,"James Bond 007: Blood Stone","Bizarre Creations   ","Moderately Used","Video Game"
6713,usr903@gt.edu,"Xeko ","Matter Group   ",Mint,"Card Game"
6714,usr903@gt.edu,"A-10 Cuba!","Parsoft Interactive   Activision","Heavily Used","Computer Game"
6715,usr903@gt.edu,"Pro Mahjong Kiwame 64","Athena   Athena","Damaged/Missing parts","Video Game"
6716,usr903@gt.edu,"Borderlands 3","Gearbox Software   2K Games","Lightly Used","Computer Game"
6717,usr904@gt.edu,"Xena: Warrior Princess ",NULL,"Moderately Used","Card Game"
6718,usr904@gt.edu,"Wyvern	",NULL,"Like New","Card Game"
6719,usr904@gt.edu,"Pools of Darkness","Strategic Simulations, Inc., MicroMagic, Inc., Marionette (PC9800)   Strategic Simulations, Inc., Pony Canyon (PC9800)",Mint,"Computer Game"
6720,usr904@gt.edu,"Event 0","Ocelot Society","Damaged/Missing parts","Computer Game"
6721,usr904@gt.edu,"World of Warcraft Trading Card Game	","Upper Deck/Cryptozoic Entertainment   ","Moderately Used","Card Game"
6722,usr904@gt.edu,"Centurion: Tactical Warfare, 100 BC-600 AD","Simulations Publications, Inc.  1971","Heavily Used","Board Game"
6723,usr904@gt.edu,"Allegiance: War of Factions","an out-of-print social and political collectible card game set in a medieval city-state undergoing political turmoil   ","Heavily Used","Card Game"
6724,usr904@gt.edu,"MLB Stickball","Sports & Recreation   Gaia Industries","Damaged/Missing parts","Video Game"
6725,usr904@gt.edu,"Dragon Dynasty Collectible Card Game","Romancing Cathay   ","Moderately Used","Card Game"
6726,usr905@gt.edu,"Queens of the Ocean ","Jigsaw Puzzle By Ravensburger NEW","Moderately Used","Jigsaw Puzzle"
6727,usr905@gt.edu,"Weiss Schwarz ",NULL,"Damaged/Missing parts","Card Game"
6728,usr905@gt.edu,"Madden NFL 09","Sports   EA Tiburon",Mint,"Video Game"
6729,usr905@gt.edu,SimCity,NULL,"Heavily Used","Computer Game"
6730,usr905@gt.edu,"Acceleration of Suguri X Edition",NULL,"Damaged/Missing parts","Computer Game"
6731,usr905@gt.edu,"Hayate the Combat Butler TCG ","Konami   ","Moderately Used","Card Game"
6732,usr905@gt.edu,"Project Zomboid","The Indie Stone","Damaged/Missing parts","Computer Game"
6733,usr905@gt.edu,"Eiffel Tower","3D Jigsaw Puzzle By Ravensburger","Like New","Jigsaw Puzzle"
6734,usr905@gt.edu,"Gridiron Fantasy Football",NULL,"Heavily Used","Card Game"
6735,usr905@gt.edu,"Inuyasha Trading Card Game ",NULL,Mint,"Card Game"
6736,usr906@gt.edu,"The Garbage Gang ",NULL,"Like New","Card Game"
6737,usr906@gt.edu,"Pixar Friends ","Floor Jigsaw Puzzle By Ravensburger","Heavily Used","Jigsaw Puzzle"
6738,usr906@gt.edu,"Audiosurf 2","Dylan Fitterer","Lightly Used","Computer Game"
6739,usr906@gt.edu,"Stronghold 3",NULL,"Damaged/Missing parts","Computer Game"
6740,usr906@gt.edu,"Pocket Monsters Stadium","Nintendo EAD   ","Heavily Used","Video Game"
6741,usr906@gt.edu,"Euro Truck Simulator 2","SCS Software","Heavily Used","Computer Game"
6742,usr907@gt.edu,"Mighty No. 9","Action & Adventure   Comcept/Inti Creates","Like New","Video Game"
6743,usr907@gt.edu,"Major League Baseball 2K12",NULL,"Heavily Used","Video Game"
6744,usr907@gt.edu,"World of Warcraft: Battle for Azeroth","Blizzard Entertainment",Mint,"Computer Game"
6745,usr907@gt.edu,"Parlor! Pro 64: Pachinko Jikki Simulation","Irem Software Engineering   ","Moderately Used","Video Game"
6746,usr907@gt.edu,"Wakfu Trading Card Game	","Ankama Games/Upper Deck   ","Lightly Used","Card Game"
6747,usr907@gt.edu,"NBA Hangtime","Midway Games   Midway Home EntertainmentNA",Mint,"Video Game"
6748,usr907@gt.edu,"A dead world's dream",JoqLePecheur,"Lightly Used","Computer Game"
6749,usr907@gt.edu,"Banemaster: The Adventure","by Chessex   ","Damaged/Missing parts","Card Game"
6750,usr908@gt.edu,"Densel the Dragon","Steve Richardson (tricks)","Damaged/Missing parts","Jigsaw Puzzle"
6751,usr908@gt.edu,"Battleground 8: Prelude to Waterloo",TalonSoft,"Heavily Used","Computer Game"
6752,usr908@gt.edu,"James Bond 007: Blood Stone","Bizarre Creations   ","Heavily Used","Video Game"
6753,usr908@gt.edu,"World of Warplanes",NULL,"Moderately Used","Computer Game"
6754,usr908@gt.edu,"Ace Online","MasangSoft Inc.   Many","Moderately Used","Computer Game"
6755,usr908@gt.edu,"Adrift (video game)","Three One Zero   505 Games","Heavily Used","Computer Game"
6756,usr908@gt.edu,"NASCAR '99",NULL,"Damaged/Missing parts","Video Game"
6757,usr909@gt.edu,Tock,"Quebec, Canada  Cards played from a hand of standard playing cards","Lightly Used","Board Game"
6758,usr909@gt.edu,"Eve Online","CCP Games","Moderately Used","Computer Game"
6759,usr909@gt.edu,Ludo,"England  Single six-sided die",Mint,"Board Game"
6760,usr909@gt.edu,"Tank Commander ",NULL,"Like New","Card Game"
6761,usr909@gt.edu,"I am Spartacus",NULL,"Moderately Used","Board Game"
6762,usr909@gt.edu,KonamiJP,"Sports/Ice Hockey   1998-02-23NA","Moderately Used","Video Game"
6763,usr909@gt.edu,"SWAT 4","Irrational Games   Vivendi Universal Games, Sierra Entertainment",Mint,"Computer Game"
6764,usr909@gt.edu,"Euro Truck Simulator 2",NULL,"Like New","Computer Game"
6765,usr910@gt.edu,"Asphalt 8: Airborne",NULL,"Heavily Used","Computer Game"
6766,usr910@gt.edu,"Deadlands: Lost Colony - Showdown ","Pinnacle Entertainment Group   ","Lightly Used","Card Game"
6767,usr910@gt.edu,"Mafia II","Third-person Shooter, Action-adventure   2K Czech","Lightly Used","Video Game"
6768,usr910@gt.edu,"Inazuma Eleven ",NULL,Mint,"Card Game"
6769,usr911@gt.edu,"JoJo's Bizarre Adventure: Eyes of Heaven","CyberConnect2   December 17, 2015","Heavily Used","Video Game"
6770,usr911@gt.edu,"Epic of the Peloponnesian War","Clash of Arms  2006",Mint,"Board Game"
6771,usr911@gt.edu,"Alan Wake","Remedy Entertainment   Microsoft Game Studios, Remedy Entertainment, Nordic Games, E Frontier",Mint,"Computer Game"
6772,usr911@gt.edu,"Weiss Schwarz ","Bushiroad   ","Damaged/Missing parts","Card Game"
6773,usr911@gt.edu,"Jurassic: The Hunted","Cauldron HQ   ","Like New","Video Game"
6774,usr911@gt.edu,"Anno 1701","Related Designs   Sunflowers","Lightly Used","Computer Game"
6775,usr911@gt.edu,"Premier Manager 64","Dinamic Multimedia   Gremlin Interactive","Like New","Video Game"
6776,usr911@gt.edu,"Molly Delany (art)",Jul-50,"Moderately Used","Jigsaw Puzzle"
6777,usr911@gt.edu,"ARIDA: Backland's Awakening","Aoca Game Lab","Heavily Used","Computer Game"
6778,usr911@gt.edu,"The Peloponnesian War","Victory Games  1991",Mint,"Board Game"
6779,usr912@gt.edu,"Teenage Mutant Ninja Turtles Trading Card Game ","Upper Deck   ","Lightly Used","Card Game"
6780,usr912@gt.edu,Pentagon,"Andrea Farnham (art)","Damaged/Missing parts","Jigsaw Puzzle"
6781,usr912@gt.edu,Dune,"Last Unicorn Games/Five Rings Publishing Group/Wizards of the Coast   ","Lightly Used","Card Game"
6782,usr912@gt.edu,"Adidas Power Soccer",NULL,"Lightly Used","Computer Game"
6783,usr912@gt.edu,"Anomaly: Warzone Earth",NULL,"Lightly Used","Computer Game"
6784,usr912@gt.edu,"Hayate the Combat Butler TCG ","Konami   ","Like New","Card Game"
6785,usr912@gt.edu,"Pony Island","Daniel Mullins Games","Lightly Used","Computer Game"
6786,usr912@gt.edu,"Monster Hunter Frontier G7","Action role-playing, Expansion   Capcom","Damaged/Missing parts","Video Game"
6787,usr912@gt.edu,"Counting Animals ","Floor Puzzle By Ravensburger (discon-17627)","Like New","Jigsaw Puzzle"
6788,usr913@gt.edu,SimCity,"Maxis   Electronic Arts","Lightly Used","Computer Game"
6789,usr913@gt.edu,"Midway Arcade Origins","Compilation   Backbone Entertainment","Damaged/Missing parts","Video Game"
6790,usr913@gt.edu,"Epic Battles",NULL,"Moderately Used","Card Game"
6791,usr913@gt.edu,"Moon Landing ","Jigsaw Puzzle By Ravensburger NEW","Like New","Jigsaw Puzzle"
6792,usr913@gt.edu,"Juiced 2: Hot Import Nights","Juice Games / Paradigm Entertainment   January 24, 2008","Moderately Used","Video Game"
6793,usr913@gt.edu,"Ketsui: Kizuna Jigoku Tachi Extra","5pb.   July 25, 2013","Like New","Video Game"
6794,usr913@gt.edu,"Anno 2205",NULL,"Like New","Computer Game"
6795,usr914@gt.edu,"Marathon: Durandal","Action & Adventure   Freeverse",Mint,"Video Game"
6796,usr914@gt.edu,NuFX,NULL,"Like New","Video Game"
6797,usr914@gt.edu,"John Daly's Prostroke Golf","Gusto Games   ","Lightly Used","Video Game"
6798,usr914@gt.edu,"Killing Floor","Tripwire Interactive",Mint,"Computer Game"
6799,usr914@gt.edu,"Stronghold: Crusader Extreme","Firefly Studios   Gamecock Media Group",Mint,"Computer Game"
6800,usr914@gt.edu,"Actua Soccer","Gremlin Interactive   Greenwood Entertainment","Damaged/Missing parts","Computer Game"
6801,usr914@gt.edu,"Preparing to Fly ","Floor Jigsaw Puzzle By Ravensburger","Lightly Used","Jigsaw Puzzle"
6802,usr914@gt.edu,Scrapland,"Mercury Steam Entertainment   Deep Silver, Enlight Software","Heavily Used","Computer Game"
6803,usr914@gt.edu,"Magic: The Gathering 2013","Card & Board   Stainless Games","Lightly Used","Video Game"
6804,usr914@gt.edu,"Jyhad (AKA Vampire: The Eternal Struggle)","Wizards of the Coast/White Wolf Publishing Inc./Black Chantry   ","Heavily Used","Card Game"
6805,usr915@gt.edu,"VS System	","Upper Deck   ",Mint,"Card Game"
6806,usr915@gt.edu,"Battlestar Galactica Collectible Card Game",NULL,"Damaged/Missing parts","Card Game"
6807,usr915@gt.edu,"Battles in Time",NULL,"Moderately Used","Computer Game"
6808,usr915@gt.edu,Uckers,"England  Two six-sided dice","Moderately Used","Board Game"
6809,usr915@gt.edu,"Monday Night Combat","Shooter   Uber Entertainment","Moderately Used","Video Game"
6810,usr915@gt.edu,"World of Warcraft","Blizzard Entertainment","Damaged/Missing parts","Computer Game"
6811,usr915@gt.edu,Kadesh,"XTR Corp  1991","Moderately Used","Board Game"
6812,usr916@gt.edu,"Battle Spirits ","Bandai   ","Lightly Used","Card Game"
6813,usr916@gt.edu,"Takaharuga God TCG	","Media Works   ","Damaged/Missing parts","Card Game"
6814,usr916@gt.edu,"Accounting (video game)","Crows Crows Crows","Heavily Used","Computer Game"
6815,usr916@gt.edu,"Warcards ",NULL,"Like New","Card Game"
6816,usr916@gt.edu,"World in Conflict: Soviet Assault","Massive Entertainment   Sierra Entertainment (former), Ubisoft","Like New","Computer Game"
6817,usr916@gt.edu,"Go Tell the Spartans","LPS, Inc.  2003","Moderately Used","Board Game"
6818,usr916@gt.edu,"WCW Nitro ","Wizards of the Coast   ","Moderately Used","Card Game"
6819,usr916@gt.edu,"Monster Hunter Frontier G7","Action role-playing, Expansion   Capcom","Damaged/Missing parts","Video Game"
6820,usr916@gt.edu,"War Galley","GMT Games  1997","Moderately Used","Board Game"
6821,usr916@gt.edu,"Wakfu Trading Card Game	","Ankama Games/Upper Deck   ","Lightly Used","Card Game"
6822,usr917@gt.edu,"Armageddon: Tactical Combat, 3000-500 BC","Simulations Publications, Inc.  1972","Moderately Used","Board Game"
6823,usr917@gt.edu,"Age of Wonders","Triumph Studios   Gathering of Developers","Damaged/Missing parts","Computer Game"
6824,usr917@gt.edu,"World in Conflict",NULL,"Moderately Used","Computer Game"
6825,usr917@gt.edu,"Planetary Annihilation","Uber Entertainment","Heavily Used","Computer Game"
6826,usr917@gt.edu,"Daikaijuu Monogatari: The Miracle of the Zone","Amada Printing   ","Lightly Used","Card Game"
6827,usr917@gt.edu,"Magic: The Gathering 2012","Card & Board   Stainless Games",Mint,"Video Game"
6828,usr917@gt.edu,"WWE Face Off ","Topps   ","Lightly Used","Card Game"
6829,usr917@gt.edu,"NBA Showtime: NBA on NBC","Midway Games   ","Moderately Used","Video Game"
6830,usr917@gt.edu,Juju,"Flying Wild Hog   Unreleased","Lightly Used","Video Game"
6831,usr918@gt.edu,"John Woo Presents: Stranglehold","Midway Chicago   ","Damaged/Missing parts","Video Game"
6832,usr918@gt.edu,"Election Quest Collectible Card Game ","Bro! Novelties   ","Like New","Card Game"
6833,usr918@gt.edu,"Ogre Battle 64: Person of Lordly Caliber","Quest Corporation   Atlus USANA","Lightly Used","Video Game"
6834,usr918@gt.edu,"Euro Truck Simulator 2","SCS Software","Moderately Used","Computer Game"
6835,usr919@gt.edu,"A City Sleeps","Harmonix Music Systems, Inc","Like New","Computer Game"
6836,usr919@gt.edu,"Blood Wars","TSR   ","Like New","Card Game"
6837,usr919@gt.edu,"Guardians	","FPG Inc.   ","Lightly Used","Card Game"
6838,usr919@gt.edu,"Exodus The Trading Card Game ","Existence Games   ","Moderately Used","Card Game"
6839,usr919@gt.edu,"Galactic Empires",NULL,Mint,"Card Game"
6840,usr919@gt.edu,"Baseball Heroes",NULL,"Lightly Used","Card Game"
6841,usr919@gt.edu,"Baldur's Gate II: Shadows of Amn","BioWare   Black Isle Studios, Interplay Entertainment","Moderately Used","Computer Game"
6842,usr919@gt.edu,"Wargame: European Escalation","Eugen Systems   Focus Home Interactive","Like New","Computer Game"
6843,usr919@gt.edu,"Blades of Time","Gaijin Entertainment","Lightly Used","Computer Game"
6844,usr919@gt.edu,"Weiss Schwarz ","Bushiroad   ","Heavily Used","Card Game"
6845,usr919@gt.edu,"Wreck It Ralph 2 ","Jigsaw Puzzle By Ravensburger NEW","Moderately Used","Jigsaw Puzzle"
6846,usr919@gt.edu,"Major League Baseball 2K11","Sports   Visual Concepts","Heavily Used","Video Game"
6847,usr920@gt.edu,"Caesar's Legions",NULL,"Moderately Used","Board Game"
6848,usr920@gt.edu,"Dark Eden","Target Games/Heartbreaker Hobbies   ",Mint,"Card Game"
6849,usr920@gt.edu,"Warcraft III: Reign of Chaos",NULL,Mint,"Computer Game"
6850,usr920@gt.edu,Monopoly,"Mind's Eye Productions   Hasbro Interactive",Mint,"Video Game"
6851,usr920@gt.edu,"Young Jedi Collectible Card Game","Decipher Inc.   ",Mint,"Card Game"
6852,usr920@gt.edu,"Act of War: Direct Action","Eugen Systems   Atari, Inc.","Moderately Used","Computer Game"
6853,usr920@gt.edu,Corunea,"Insight Games   ","Heavily Used","Card Game"
6854,usr920@gt.edu,"Time Traveler","Andrea Farnham (art and tricks)","Like New","Jigsaw Puzzle"
6855,usr920@gt.edu,"A Game of Thrones: Genesis","Cyanide   Focus Home Interactive","Damaged/Missing parts","Computer Game"
6856,usr921@gt.edu,"Milo's Astro Lanes","Player 1   Crave Entertainment","Like New","Video Game"
6857,usr921@gt.edu,"Asylum Entertainment","BAM! Entertainment   Action/Arena Fighter","Heavily Used","Video Game"
6858,usr921@gt.edu,Infogrames,"Ocean SoftwareNA   ",Mint,"Video Game"
6859,usr921@gt.edu,"The X-Files Collectible Card Game ","Voyager Promotions   ",Mint,"Card Game"
6860,usr921@gt.edu,"Sonic & Knuckles Collection","Sega PC   Sega","Damaged/Missing parts","Computer Game"
6861,usr921@gt.edu,"Gwiezdna Kohorta (AKA: Stargate Kohorta)","Wydawnictwo Imperium   ","Like New","Card Game"
6862,usr921@gt.edu,"Digi-Battle ","Bandai   ","Moderately Used","Card Game"
6863,usr921@gt.edu,"Monster Truck Madness 64","Terminal Reality   ","Heavily Used","Video Game"
6864,usr921@gt.edu,"Baldur's Gate II: Throne of Bhaal","BioWare   Black Isle Studios, Interplay Entertainment","Lightly Used","Computer Game"
6865,usr921@gt.edu,"Prince John","Jigsaw Puzzle By Ravensburger NEW","Lightly Used","Jigsaw Puzzle"
6866,usr922@gt.edu,"Thomas and Friends: Thomas & Ashima ","Floor Puzzle By Ravensburger","Damaged/Missing parts","Jigsaw Puzzle"
6867,usr922@gt.edu,"Just Cause 2","Avalanche Studios   ","Damaged/Missing parts","Video Game"
6868,usr922@gt.edu,"Final Twilight TCG ","Neo Productions Unlimited   ","Like New","Card Game"
6869,usr922@gt.edu,Aaero,"Mad Fellows","Moderately Used","Computer Game"
6870,usr922@gt.edu,"A Bloody Night","Emanuele Leoncilli",Mint,"Computer Game"
6871,usr922@gt.edu,"Jimmie Johnson's Anything with an Engine","Isopod Labs   ","Damaged/Missing parts","Video Game"
6872,usr922@gt.edu,"J-Stars Victory Vs+","Spike Chunsoft   Unreleased",Mint,"Video Game"
6873,usr922@gt.edu,"Madden NFL 16","Sports   EA Tiburon","Moderately Used","Video Game"
6874,usr922@gt.edu,"Iliad: The Siege of Troy",NULL,Mint,"Board Game"
6875,usr923@gt.edu,"A Bird Story","Freebird Games","Lightly Used","Computer Game"
6876,usr923@gt.edu,Bastion,NULL,"Moderately Used","Computer Game"
6877,usr923@gt.edu,"NHL 99","MBL Research   ","Lightly Used","Video Game"
6878,usr923@gt.edu,"Telenet Japan",NULL,"Damaged/Missing parts","Video Game"
6879,usr924@gt.edu,"Codename: Kids Next Door Trading Card Game ","Wizards of the Coast   ","Damaged/Missing parts","Card Game"
6880,usr924@gt.edu,SimCity,"Maxis   Electronic Arts","Heavily Used","Computer Game"
6881,usr924@gt.edu,"Age of Pirates: Captain Blood",NULL,"Damaged/Missing parts","Computer Game"
6882,usr924@gt.edu,"Age of Empires II: The Age of Kings","Ensemble Studios   Microsoft Game Studios, Konami",Mint,"Computer Game"
6883,usr924@gt.edu,"Stronghold: Crusader",NULL,"Moderately Used","Computer Game"
6884,usr924@gt.edu,"A.D.A.M. Life's Greatest Mysteries","Columbia Healthcare Corporation","Moderately Used","Computer Game"
6885,usr925@gt.edu,"Abomination: The Nemesis Project","Hothouse Creations   Eidos Interactive","Moderately Used","Computer Game"
6886,usr925@gt.edu,"Exodus The Trading Card Game ","Existence Games   ","Moderately Used","Card Game"
6887,usr925@gt.edu,"Wyvern	",NULL,"Damaged/Missing parts","Card Game"
6888,usr925@gt.edu,"Pet Fair Fun ","Jigsaw Puzzle By Ravensburger NEW",Mint,"Jigsaw Puzzle"
6889,usr925@gt.edu,"Age of Mythology","Ensemble Studios   Microsoft Game Studios, MacSoft","Like New","Computer Game"
6890,usr925@gt.edu,"Space Construction ","Jigsaw Puzzle By Ravensburger NEW","Moderately Used","Jigsaw Puzzle"
6891,usr925@gt.edu,"Imajica	",NULL,Mint,"Card Game"
6892,usr925@gt.edu,"Assassin's Creed","Ubisoft Montreal   Ubisoft","Moderately Used","Computer Game"
6893,usr925@gt.edu,"A dead world's dream",JoqLePecheur,"Like New","Computer Game"
6894,usr925@gt.edu,Starbound,Chucklefish,"Damaged/Missing parts","Computer Game"
6895,usr926@gt.edu,"Shadow of the Tomb Raider","Eidos Montr�al   Square Enix","Lightly Used","Computer Game"
6896,usr926@gt.edu,"Max: The Curse of Brotherhood","Action & Adventure   Press Play","Moderately Used","Video Game"
6897,usr926@gt.edu,"Hayate the Combat Butler TCG ","Konami   ","Lightly Used","Card Game"
6898,usr927@gt.edu,Blitzkrieg,"Nival Interactive   CDV, 1C Company, Virtual Programming","Damaged/Missing parts","Computer Game"
6899,usr927@gt.edu,Poptropica,"Jeff Kinney Group",Mint,"Computer Game"
6900,usr927@gt.edu,"Alexander the Great","Guidon Games  1971","Damaged/Missing parts","Board Game"
6901,usr927@gt.edu,"World of Warplanes",Wargaming,"Damaged/Missing parts","Computer Game"
6902,usr927@gt.edu,"Rainbow Horses ","Jigsaw Puzzle By Ravensburger NEW","Like New","Jigsaw Puzzle"
6903,usr928@gt.edu,Smite,"Hi-Rez Studios","Damaged/Missing parts","Computer Game"
6904,usr928@gt.edu,"Off with Her Head",NULL,"Lightly Used","Jigsaw Puzzle"
6905,usr928@gt.edu,"The Maw","Action & Adventure   Twisted Pixel Games","Lightly Used","Video Game"
6906,usr928@gt.edu,"Ultimate Combat!	","Ultimate Games   ","Heavily Used","Card Game"
6907,usr928@gt.edu,"Vibrance Under the Sea ","Jigsaw Puzzle By Ravensburger NEW","Moderately Used","Jigsaw Puzzle"
6908,usr928@gt.edu,"Dragon Ball Collectible Card Game ","Bandai   ","Like New","Card Game"
6909,usr928@gt.edu,"Assassin's Creed: Brotherhood","Ubisoft Montreal   Ubisoft","Heavily Used","Computer Game"
6910,usr928@gt.edu,"Donkey Kong card game","Nintendo   ","Like New","Card Game"
6911,usr928@gt.edu,"Silent Hunter 5: Battle of the Atlantic","Ubisoft Bucharest   Ubisoft","Moderately Used","Computer Game"
